1000
ID;Titulo;Autor;Paginas;Ejemplares;Generos
LIB387;Libro_387;Autor_387;1027;4;cine-ensayo-humor-investigacion-poesia
LIB388;Libro_388;Autor_388;418;1;arte-gastronomia-juegos-leyendas-relatos-thriller
LIB389;Libro_389;Autor_389;887;5;drama-fantasia-gastronomia-moda-poesia-religion
LIB390;Libro_390;Autor_390;742;3;fotografia-humor-investigacion
LIB391;Libro_391;Autor_391;609;4;humor-investigacion-poesia-relatos-thriller
LIB392;Libro_392;Autor_392;242;3;ciencia-juegos
LIB393;Libro_393;Autor_393;443;4;biografia-gastronomia-religion-thriller
LIB394;Libro_394;Autor_394;515;2;moda-politica-thriller
LIB395;Libro_395;Autor_395;351;4;humor-infantil
LIB396;Libro_396;Autor_396;107;5;politica-relatos-thriller
LIB397;Libro_397;Autor_397;541;1;arte-biografia-cine-leyendas-poesia
LIB398;Libro_398;Autor_398;502;2;biografia-ensayo-investigacion-juegos
LIB399;Libro_399;Autor_399;632;2;cine-fotografia-juegos-leyendas-moda-religion
LIB400;Libro_400;Autor_400;492;1;ciencia-ensayo-infantil-religion
LIB401;Libro_401;Autor_401;362;5;fotografia-relatos-religion
LIB402;Libro_402;Autor_402;754;3;ciencia-cine-gastronomia-leyendas-moda-relatos
LIB403;Libro_403;Autor_403;732;1;arte-gastronomia-investigacion-poesia-viajes
LIB404;Libro_404;Autor_404;191;5;humor-moda-poesia
LIB405;Libro_405;Autor_405;417;1;cine-fotografia-humor
LIB406;Libro_406;Autor_406;566;4;arte-fotografia
LIB407;Libro_407;Autor_407;838;3;drama-ensayo-viajes
LIB408;Libro_408;Autor_408;153;3;arte-ciencia-ensayo-fantasia-politica-relatos
LIB409;Libro_409;Autor_409;1047;4;ciencia
LIB410;Libro_410;Autor_410;476;5;fotografia-investigacion-moda
LIB411;Libro_411;Autor_411;271;3;biografia-cine-drama-ensayo-investigacion-thriller
LIB412;Libro_412;Autor_412;312;1;ensayo-investigacion-leyendas
LIB413;Libro_413;Autor_413;977;5;ensayo-moda-politica
LIB414;Libro_414;Autor_414;244;2;drama-fotografia-moda-politica-thriller
LIB415;Libro_415;Autor_415;530;4;cine-fantasia-humor-moda-relatos-religion
LIB416;Libro_416;Autor_416;392;2;drama-ensayo-gastronomia-investigacion
LIB417;Libro_417;Autor_417;430;4;biografia-ciencia-cine-fantasia-humor-poesia
LIB418;Libro_418;Autor_418;695;2;ciencia-drama-leyendas
LIB419;Libro_419;Autor_419;1009;4;cine-gastronomia-leyendas
LIB420;Libro_420;Autor_420;983;3;politica-thriller
LIB421;Libro_421;Autor_421;257;2;arte-cine-gastronomia-juegos
LIB422;Libro_422;Autor_422;577;1;drama-fotografia-gastronomia-politica-thriller
LIB423;Libro_423;Autor_423;757;1;arte-cine-humor-politica
LIB424;Libro_424;Autor_424;420;1;juegos-leyendas-viajes
LIB425;Libro_425;Autor_425;731;5;arte-ensayo-fantasia-infantil-politica
LIB426;Libro_426;Autor_426;709;5;arte-fotografia-humor-juegos-moda-religion
LIB427;Libro_427;Autor_427;693;2;fantasia-humor-juegos-poesia-relatos-viajes
LIB428;Libro_428;Autor_428;246;5;gastronomia-investigacion-viajes
LIB429;Libro_429;Autor_429;521;4;humor-investigacion-juegos
LIB430;Libro_430;Autor_430;429;2;ensayo-juegos
LIB431;Libro_431;Autor_431;262;2;fantasia-gastronomia-humor-poesia
LIB432;Libro_432;Autor_432;883;1;ciencia-humor
LIB433;Libro_433;Autor_433;609;3;fantasia-gastronomia-juegos-politica
LIB434;Libro_434;Autor_434;693;4;ciencia-investigacion-moda-thriller-viajes
LIB435;Libro_435;Autor_435;274;3;drama-fantasia-moda-viajes
LIB436;Libro_436;Autor_436;392;3;cine-gastronomia
LIB437;Libro_437;Autor_437;810;5;ensayo-leyendas-religion
LIB438;Libro_438;Autor_438;669;1;arte-fotografia-politica-religion
LIB439;Libro_439;Autor_439;294;1;arte-biografia-juegos-leyendas-religion
LIB440;Libro_440;Autor_440;1095;3;ensayo-infantil-moda
LIB441;Libro_441;Autor_441;868;5;drama-leyendas
LIB442;Libro_442;Autor_442;733;1;cine-ensayo-fantasia-poesia
LIB443;Libro_443;Autor_443;242;1;ciencia-drama
LIB444;Libro_444;Autor_444;254;1;drama-thriller
LIB445;Libro_445;Autor_445;637;4;biografia-juegos-relatos-religion
LIB446;Libro_446;Autor_446;854;1;ciencia-infantil-leyendas-viajes
LIB447;Libro_447;Autor_447;100;1;arte-poesia
LIB448;Libro_448;Autor_448;731;1;ciencia-leyendas-politica-thriller
LIB449;Libro_449;Autor_449;896;3;biografia-infantil-relatos
LIB450;Libro_450;Autor_450;657;4;biografia-fotografia-politica
LIB451;Libro_451;Autor_451;401;4;arte-biografia-ensayo-gastronomia-thriller
LIB452;Libro_452;Autor_452;126;2;cine-humor-moda-poesia-relatos
LIB453;Libro_453;Autor_453;795;4;biografia-ensayo-fantasia-humor-moda-viajes
LIB454;Libro_454;Autor_454;1079;5;cine-drama-gastronomia
LIB455;Libro_455;Autor_455;502;1;ciencia-leyendas-relatos-thriller
LIB456;Libro_456;Autor_456;253;4;arte-drama
LIB457;Libro_457;Autor_457;1008;2;ciencia-gastronomia-humor-politica
LIB458;Libro_458;Autor_458;356;1;humor-infantil
LIB459;Libro_459;Autor_459;815;4;juegos-viajes
LIB460;Libro_460;Autor_460;245;1;ciencia-fantasia-gastronomia-relatos-thriller
LIB461;Libro_461;Autor_461;985;4;ciencia-drama-investigacion
LIB462;Libro_462;Autor_462;972;3;humor-poesia-politica
LIB463;Libro_463;Autor_463;571;3;ciencia-ensayo-infantil-poesia
LIB464;Libro_464;Autor_464;271;4;cine-drama-thriller-viajes
LIB465;Libro_465;Autor_465;693;1;biografia-investigacion-politica
LIB466;Libro_466;Autor_466;1006;2;biografia-drama-ensayo-leyendas-thriller
LIB467;Libro_467;Autor_467;193;1;arte-gastronomia-infantil-leyendas-viajes
LIB468;Libro_468;Autor_468;786;5;investigacion-poesia
LIB469;Libro_469;Autor_469;859;4;fantasia-poesia-thriller
LIB470;Libro_470;Autor_470;400;2;fantasia-viajes
LIB471;Libro_471;Autor_471;116;1;arte-ciencia-fotografia-infantil-investigacion-juegos
LIB472;Libro_472;Autor_472;413;4;ciencia-humor-investigacion-moda
LIB473;Libro_473;Autor_473;186;5;leyendas-thriller-viajes
LIB474;Libro_474;Autor_474;380;1;ensayo-leyendas-poesia-thriller
LIB475;Libro_475;Autor_475;513;5;ciencia-humor-moda
LIB476;Libro_476;Autor_476;741;2;ensayo-politica
LIB477;Libro_477;Autor_477;1029;1;ciencia-fotografia-juegos-relatos-religion
LIB478;Libro_478;Autor_478;179;2;arte-poesia
LIB479;Libro_479;Autor_479;100;3;drama-poesia
LIB480;Libro_480;Autor_480;817;4;cine-ensayo-politica-religion-thriller
LIB481;Libro_481;Autor_481;1078;4;infantil-investigacion
LIB482;Libro_482;Autor_482;754;4;ensayo-fantasia-infantil-politica-viajes
LIB483;Libro_483;Autor_483;1004;4;ciencia-cine-fantasia
LIB484;Libro_484;Autor_484;156;4;ensayo-relatos-religion-thriller
LIB485;Libro_485;Autor_485;817;2;drama-gastronomia-humor-leyendas-thriller
LIB486;Libro_486;Autor_486;544;3;ciencia-juegos-politica
LIB487;Libro_487;Autor_487;868;4;ciencia-humor-politica
LIB488;Libro_488;Autor_488;344;4;fantasia-poesia
LIB489;Libro_489;Autor_489;274;5;biografia-cine-ensayo-gastronomia-religion
LIB490;Libro_490;Autor_490;637;5;drama-ensayo-fotografia-politica-thriller
LIB491;Libro_491;Autor_491;1018;5;humor-leyendas-moda-relatos
LIB492;Libro_492;Autor_492;497;5;arte-biografia-drama-politica
LIB493;Libro_493;Autor_493;769;4;ciencia-ensayo-juegos-thriller
LIB494;Libro_494;Autor_494;595;2;juegos-leyendas-thriller-viajes
LIB495;Libro_495;Autor_495;593;5;ciencia-ensayo-fantasia-fotografia-moda-religion
LIB496;Libro_496;Autor_496;933;4;leyendas-moda-thriller
LIB497;Libro_497;Autor_497;249;4;humor-juegos
LIB498;Libro_498;Autor_498;206;2;biografia-gastronomia-infantil-leyendas-relatos
LIB499;Libro_499;Autor_499;338;3;cine-ensayo-humor-infantil-leyendas
LIB500;Libro_500;Autor_500;451;4;arte-biografia-fantasia-religion
LIB501;Libro_501;Autor_501;610;4;biografia-infantil-moda
LIB502;Libro_502;Autor_502;841;1;biografia-drama-ensayo-fantasia-gastronomia
LIB503;Libro_503;Autor_503;724;5;fotografia-moda-poesia
LIB504;Libro_504;Autor_504;202;2;ciencia-gastronomia-juegos-thriller
LIB505;Libro_505;Autor_505;590;1;relatos-viajes
LIB506;Libro_506;Autor_506;396;1;ciencia-cine-fantasia-religion
LIB507;Libro_507;Autor_507;377;4;arte-investigacion-religion
LIB508;Libro_508;Autor_508;851;3;humor-juegos-moda
LIB509;Libro_509;Autor_509;172;2;investigacion-leyendas-relatos
LIB510;Libro_510;Autor_510;938;2;arte-biografia-ciencia-cine-juegos-leyendas
LIB511;Libro_511;Autor_511;121;2;cine-fantasia-gastronomia-relatos-religion
LIB512;Libro_512;Autor_512;380;1;ciencia-juegos-poesia-politica-religion
LIB513;Libro_513;Autor_513;147;1;drama-fotografia-poesia
LIB514;Libro_514;Autor_514;869;5;ciencia-cine-drama
LIB515;Libro_515;Autor_515;116;1;drama-ensayo-fantasia-investigacion
LIB516;Libro_516;Autor_516;105;2;arte-biografia-ciencia-fotografia-politica
LIB517;Libro_517;Autor_517;655;3;ciencia-juegos-leyendas-religion-thriller
LIB518;Libro_518;Autor_518;108;1;juegos-leyendas
LIB519;Libro_519;Autor_519;807;5;ciencia-cine-ensayo-infantil-relatos
LIB520;Libro_520;Autor_520;782;4;drama-thriller
LIB521;Libro_521;Autor_521;700;5;investigacion-moda-poesia-religion-thriller
LIB522;Libro_522;Autor_522;741;3;biografia-cine-fantasia-gastronomia
LIB523;Libro_523;Autor_523;683;2;arte-gastronomia-religion-viajes
LIB524;Libro_524;Autor_524;920;1;biografia-cine-gastronomia-investigacion-politica
LIB525;Libro_525;Autor_525;653;4;arte-cine-juegos-moda
LIB526;Libro_526;Autor_526;812;5;humor-investigacion-juegos-poesia-politica-religion
LIB527;Libro_527;Autor_527;573;5;humor-religion
LIB528;Libro_528;Autor_528;497;3;juegos-thriller
LIB529;Libro_529;Autor_529;106;2;cine-infantil-leyendas
LIB530;Libro_530;Autor_530;390;4;ciencia-religion
LIB531;Libro_531;Autor_531;692;1;biografia-ciencia-drama
LIB532;Libro_532;Autor_532;442;4;fantasia-moda
LIB533;Libro_533;Autor_533;606;3;arte-biografia-fantasia-thriller-viajes
LIB534;Libro_534;Autor_534;954;1;drama-juegos-moda-politica-viajes
LIB535;Libro_535;Autor_535;161;3;biografia-ciencia-cine-investigacion-juegos
LIB536;Libro_536;Autor_536;941;1;cine-moda
LIB537;Libro_537;Autor_537;386;4;arte-biografia-humor
LIB538;Libro_538;Autor_538;516;4;biografia-fantasia-leyendas-religion-viajes
LIB539;Libro_539;Autor_539;385;1;ciencia-infantil-poesia-politica
LIB540;Libro_540;Autor_540;325;2;investigacion-relatos
LIB541;Libro_541;Autor_541;484;3;ciencia-fotografia-infantil-poesia
LIB542;Libro_542;Autor_542;511;1;infantil-viajes
LIB543;Libro_543;Autor_543;866;2;ciencia-poesia
LIB544;Libro_544;Autor_544;188;2;ensayo-moda-religion
LIB545;Libro_545;Autor_545;774;1;gastronomia-investigacion-poesia
LIB546;Libro_546;Autor_546;1096;3;ciencia-moda
LIB547;Libro_547;Autor_547;334;2;ciencia-ensayo-fantasia-moda
LIB548;Libro_548;Autor_548;1006;5;biografia
LIB549;Libro_549;Autor_549;876;3;ciencia-drama-ensayo-fantasia-relatos
LIB550;Libro_550;Autor_550;138;3;cine-drama-leyendas-moda-religion-thriller
LIB551;Libro_551;Autor_551;747;5;biografia-infantil-relatos-religion-thriller
LIB552;Libro_552;Autor_552;107;5;fantasia-moda-poesia-politica
LIB553;Libro_553;Autor_553;471;3;arte-biografia-ciencia-juegos-thriller
LIB554;Libro_554;Autor_554;536;5;fantasia-infantil-investigacion-politica
LIB555;Libro_555;Autor_555;338;3;gastronomia-humor
LIB556;Libro_556;Autor_556;679;4;biografia-fantasia-investigacion
LIB557;Libro_557;Autor_557;916;4;ensayo-fotografia-juegos-moda-politica
LIB558;Libro_558;Autor_558;464;4;ensayo-investigacion-moda-religion
LIB559;Libro_559;Autor_559;833;5;cine-infantil-religion-thriller
LIB560;Libro_560;Autor_560;152;1;gastronomia-poesia-viajes
LIB561;Libro_561;Autor_561;155;3;biografia-gastronomia-juegos-poesia-viajes
LIB562;Libro_562;Autor_562;468;2;ensayo-religion
LIB563;Libro_563;Autor_563;733;2;humor-moda
LIB564;Libro_564;Autor_564;1074;3;juegos-poesia-politica
LIB565;Libro_565;Autor_565;681;5;arte-biografia
LIB566;Libro_566;Autor_566;976;3;fantasia-investigacion
LIB567;Libro_567;Autor_567;741;1;gastronomia-thriller
LIB568;Libro_568;Autor_568;317;2;biografia-gastronomia-infantil-investigacion
LIB569;Libro_569;Autor_569;766;1;fotografia-moda-religion
LIB570;Libro_570;Autor_570;245;4;infantil-investigacion-leyendas-politica
LIB571;Libro_571;Autor_571;749;1;fantasia-viajes
LIB572;Libro_572;Autor_572;1070;2;cine-fantasia
LIB573;Libro_573;Autor_573;632;2;arte-politica-thriller
LIB574;Libro_574;Autor_574;650;1;cine-religion
LIB575;Libro_575;Autor_575;415;2;drama-poesia-thriller
LIB576;Libro_576;Autor_576;634;1;ciencia-cine-viajes
LIB577;Libro_577;Autor_577;717;3;cine-leyendas-viajes
LIB578;Libro_578;Autor_578;201;1;fotografia-moda
LIB579;Libro_579;Autor_579;293;4;ciencia-fotografia-juegos-poesia-politica
LIB580;Libro_580;Autor_580;445;4;humor-infantil
LIB581;Libro_581;Autor_581;490;3;fotografia-gastronomia-investigacion-leyendas-politica-relatos
LIB582;Libro_582;Autor_582;713;1;cine-leyendas-poesia-politica
LIB583;Libro_583;Autor_583;1063;4;arte-biografia-fantasia
LIB584;Libro_584;Autor_584;529;5;poesia-thriller-viajes
LIB585;Libro_585;Autor_585;622;1;fantasia-fotografia-gastronomia-leyendas
LIB586;Libro_586;Autor_586;610;2;moda-thriller
LIB587;Libro_587;Autor_587;1046;1;infantil-leyendas-politica-relatos
LIB588;Libro_588;Autor_588;370;1;arte-poesia
LIB589;Libro_589;Autor_589;402;2;leyendas-moda-poesia-relatos
LIB590;Libro_590;Autor_590;454;4;biografia-fotografia-humor-leyendas-religion-viajes
LIB591;Libro_591;Autor_591;609;3;fantasia-humor-politica
LIB592;Libro_592;Autor_592;1097;5;arte-cine-fotografia-leyendas-moda
LIB593;Libro_593;Autor_593;1053;1;biografia-drama-viajes
LIB594;Libro_594;Autor_594;944;5;biografia-ensayo-fantasia
LIB595;Libro_595;Autor_595;359;2;biografia-ciencia-fantasia-gastronomia-poesia-religion
LIB596;Libro_596;Autor_596;228;2;ciencia-viajes
LIB597;Libro_597;Autor_597;249;4;arte-humor-infantil-religion-viajes
LIB598;Libro_598;Autor_598;317;1;gastronomia-poesia
LIB599;Libro_599;Autor_599;779;2;religion-thriller
LIB600;Libro_600;Autor_600;1030;3;ciencia-cine-drama-fotografia-investigacion
LIB601;Libro_601;Autor_601;801;1;biografia-cine-politica
LIB602;Libro_602;Autor_602;360;5;cine-gastronomia-religion-thriller-viajes
LIB603;Libro_603;Autor_603;342;4;fotografia-leyendas
LIB604;Libro_604;Autor_604;319;2;investigacion-relatos
LIB605;Libro_605;Autor_605;663;3;ciencia-moda-politica-religion
LIB606;Libro_606;Autor_606;1045;2;juegos-moda-religion
LIB607;Libro_607;Autor_607;783;3;humor-investigacion
LIB608;Libro_608;Autor_608;823;3;fantasia-fotografia-juegos-poesia-viajes
LIB609;Libro_609;Autor_609;612;2;ciencia-ensayo-infantil-leyendas-religion
LIB610;Libro_610;Autor_610;784;4;arte-relatos
LIB611;Libro_611;Autor_611;575;2;fantasia-thriller
LIB612;Libro_612;Autor_612;620;2;arte-cine-fotografia-infantil-thriller
LIB613;Libro_613;Autor_613;287;3;ensayo-poesia-viajes
LIB614;Libro_614;Autor_614;932;2;fantasia-fotografia-investigacion-juegos
LIB615;Libro_615;Autor_615;139;4;infantil-moda
LIB616;Libro_616;Autor_616;869;1;ensayo-gastronomia-humor-infantil
LIB617;Libro_617;Autor_617;835;5;cine-investigacion-juegos-moda-poesia
LIB618;Libro_618;Autor_618;885;3;humor-relatos
LIB619;Libro_619;Autor_619;813;1;investigacion-religion
LIB620;Libro_620;Autor_620;196;4;politica-viajes
LIB621;Libro_621;Autor_621;360;3;fotografia-investigacion-leyendas
LIB622;Libro_622;Autor_622;892;1;drama-fotografia-moda-politica-viajes
LIB623;Libro_623;Autor_623;647;2;arte-cine-ensayo-humor
LIB624;Libro_624;Autor_624;672;3;fantasia-viajes
LIB625;Libro_625;Autor_625;459;1;arte-investigacion-leyendas-relatos
LIB626;Libro_626;Autor_626;133;1;fantasia-investigacion-poesia
LIB627;Libro_627;Autor_627;476;2;arte-cine-investigacion-poesia
LIB628;Libro_628;Autor_628;642;1;arte-fotografia-leyendas
LIB629;Libro_629;Autor_629;298;2;arte-biografia-drama-gastronomia-humor-leyendas
LIB630;Libro_630;Autor_630;254;3;gastronomia-poesia-relatos
LIB631;Libro_631;Autor_631;349;5;arte-ciencia-gastronomia-humor-infantil-poesia
LIB632;Libro_632;Autor_632;1069;5;ciencia-cine-drama-fotografia-viajes
LIB633;Libro_633;Autor_633;247;4;fantasia-fotografia-moda-relatos
LIB634;Libro_634;Autor_634;763;2;cine-infantil-politica
LIB635;Libro_635;Autor_635;614;2;cine-fantasia-infantil-investigacion
LIB636;Libro_636;Autor_636;544;2;ciencia-infantil-investigacion-politica
LIB637;Libro_637;Autor_637;427;4;politica-thriller
LIB638;Libro_638;Autor_638;687;3;cine-humor-investigacion-juegos
LIB639;Libro_639;Autor_639;506;1;biografia-fotografia-infantil-leyendas-politica-thriller
LIB640;Libro_640;Autor_640;619;2;arte-ensayo-poesia-religion-thriller
LIB641;Libro_641;Autor_641;371;3;ensayo-fantasia-fotografia-religion-thriller-viajes
LIB642;Libro_642;Autor_642;357;1;arte-biografia-ciencia-ensayo-juegos-thriller
LIB643;Libro_643;Autor_643;359;4;ciencia-relatos
LIB644;Libro_644;Autor_644;568;5;arte-fotografia-religion
LIB645;Libro_645;Autor_645;495;4;cine-humor-investigacion-moda-poesia-politica
LIB646;Libro_646;Autor_646;157;1;arte-gastronomia-juegos-moda-poesia-relatos
LIB647;Libro_647;Autor_647;331;4;arte-biografia-ensayo-relatos
LIB648;Libro_648;Autor_648;605;3;fotografia-gastronomia-humor-juegos-poesia
LIB649;Libro_649;Autor_649;756;4;cine-fantasia-religion-thriller
LIB650;Libro_650;Autor_650;458;5;ciencia-fantasia-thriller
LIB651;Libro_651;Autor_651;814;2;infantil-poesia
LIB652;Libro_652;Autor_652;263;3;drama-ensayo-investigacion
LIB653;Libro_653;Autor_653;228;4;ensayo-fantasia
LIB654;Libro_654;Autor_654;866;3;cine-fantasia-leyendas-poesia-relatos
LIB655;Libro_655;Autor_655;135;5;arte-biografia-relatos
LIB656;Libro_656;Autor_656;460;2;politica-relatos-religion-viajes
LIB657;Libro_657;Autor_657;794;1;ciencia-drama-moda-poesia-thriller
LIB658;Libro_658;Autor_658;639;5;fotografia-humor-thriller-viajes
LIB659;Libro_659;Autor_659;269;4;arte-cine-fotografia-investigacion-relatos
LIB660;Libro_660;Autor_660;776;4;arte-drama-infantil
LIB661;Libro_661;Autor_661;716;4;arte-infantil-poesia-politica
LIB662;Libro_662;Autor_662;756;3;gastronomia-leyendas-viajes
LIB663;Libro_663;Autor_663;1084;3;biografia-drama-investigacion-moda-thriller-viajes
LIB664;Libro_664;Autor_664;765;3;arte-biografia-drama-infantil-relatos-viajes
LIB665;Libro_665;Autor_665;1099;3;arte-cine-poesia
LIB666;Libro_666;Autor_666;893;4;fotografia-investigacion
LIB667;Libro_667;Autor_667;1085;2;biografia-fotografia-relatos-thriller
LIB668;Libro_668;Autor_668;391;4;biografia-fotografia-humor-investigacion-moda
LIB669;Libro_669;Autor_669;976;3;ciencia-leyendas
LIB670;Libro_670;Autor_670;389;4;biografia-ciencia-gastronomia-juegos-leyendas
LIB671;Libro_671;Autor_671;829;5;arte-juegos-moda-politica-relatos
LIB672;Libro_672;Autor_672;448;4;arte-ensayo-fotografia-humor-politica
LIB673;Libro_673;Autor_673;279;2;cine-ensayo-fotografia-investigacion-moda-relatos
LIB674;Libro_674;Autor_674;692;3;cine-fantasia-fotografia-leyendas-thriller
LIB675;Libro_675;Autor_675;816;3;biografia-poesia-religion
LIB676;Libro_676;Autor_676;396;5;infantil-moda
LIB677;Libro_677;Autor_677;1083;1;cine-ensayo-humor-investigacion-moda
LIB678;Libro_678;Autor_678;453;3;infantil-poesia-religion-thriller-viajes
LIB679;Libro_679;Autor_679;249;1;ensayo-relatos
LIB680;Libro_680;Autor_680;955;5;cine-fotografia-moda
LIB681;Libro_681;Autor_681;202;4;biografia-fotografia-viajes
LIB682;Libro_682;Autor_682;147;1;religion
LIB683;Libro_683;Autor_683;728;5;arte-drama-fantasia-infantil-thriller
LIB684;Libro_684;Autor_684;248;5;arte-fantasia
LIB685;Libro_685;Autor_685;798;2;drama-leyendas
LIB686;Libro_686;Autor_686;326;3;drama-ensayo-humor-investigacion-leyendas-viajes
LIB687;Libro_687;Autor_687;687;3;drama-fantasia-relatos-religion-thriller
LIB688;Libro_688;Autor_688;608;2;ciencia-humor-moda-religion-viajes
LIB689;Libro_689;Autor_689;844;3;ensayo-leyendas-religion
LIB690;Libro_690;Autor_690;703;1;biografia-gastronomia-juegos
LIB691;Libro_691;Autor_691;400;4;drama-juegos-poesia-relatos
LIB692;Libro_692;Autor_692;252;1;cine-humor-religion
LIB693;Libro_693;Autor_693;679;5;politica-relatos-religion
LIB694;Libro_694;Autor_694;834;3;ensayo-humor-investigacion-juegos-leyendas-politica
LIB695;Libro_695;Autor_695;164;1;ciencia-cine
LIB696;Libro_696;Autor_696;854;3;cine-leyendas-poesia-viajes
LIB697;Libro_697;Autor_697;915;5;gastronomia-humor-thriller
LIB698;Libro_698;Autor_698;909;1;fantasia-humor-moda
LIB699;Libro_699;Autor_699;120;2;arte-cine-gastronomia-humor-infantil-religion
LIB700;Libro_700;Autor_700;1050;3;ensayo-gastronomia
LIB701;Libro_701;Autor_701;149;5;arte-infantil-thriller
LIB702;Libro_702;Autor_702;353;3;biografia-ciencia-humor-thriller
LIB703;Libro_703;Autor_703;662;2;arte-cine-humor-leyendas-viajes
LIB704;Libro_704;Autor_704;952;3;arte-investigacion-juegos
LIB705;Libro_705;Autor_705;466;1;arte-cine-drama-infantil-moda-poesia
LIB706;Libro_706;Autor_706;899;1;arte-relatos
LIB707;Libro_707;Autor_707;1016;3;drama-ensayo-fotografia-infantil-religion-thriller
LIB708;Libro_708;Autor_708;457;1;drama-moda-viajes
LIB709;Libro_709;Autor_709;506;1;poesia-politica-relatos
LIB710;Libro_710;Autor_710;135;1;cine-gastronomia-viajes
LIB711;Libro_711;Autor_711;485;2;fantasia-fotografia-thriller-viajes
LIB712;Libro_712;Autor_712;196;4;ciencia-ensayo-fotografia-politica-relatos
LIB713;Libro_713;Autor_713;481;2;fotografia-infantil-investigacion-juegos-moda-poesia
LIB714;Libro_714;Autor_714;706;1;cine-humor-infantil-religion
LIB715;Libro_715;Autor_715;567;4;ensayo-fantasia
LIB716;Libro_716;Autor_716;1038;4;biografia-gastronomia
LIB717;Libro_717;Autor_717;785;4;cine-ensayo-gastronomia-moda-politica-relatos
LIB718;Libro_718;Autor_718;1088;5;arte-gastronomia-thriller
LIB719;Libro_719;Autor_719;619;2;arte-leyendas-moda-poesia
LIB720;Libro_720;Autor_720;894;2;cine-investigacion-juegos
LIB721;Libro_721;Autor_721;775;2;cine-leyendas-moda-religion
LIB722;Libro_722;Autor_722;353;3;drama-fotografia
LIB723;Libro_723;Autor_723;636;2;arte-cine
LIB724;Libro_724;Autor_724;177;5;arte-ensayo
LIB725;Libro_725;Autor_725;451;2;cine-drama-leyendas-religion
LIB726;Libro_726;Autor_726;831;5;cine-ensayo-gastronomia-politica
LIB727;Libro_727;Autor_727;734;5;biografia-drama-investigacion-juegos
LIB728;Libro_728;Autor_728;231;5;arte-cine-infantil-juegos-relatos-viajes
LIB729;Libro_729;Autor_729;301;5;arte-biografia-leyendas-viajes
LIB730;Libro_730;Autor_730;270;4;ensayo-gastronomia-humor-infantil
LIB731;Libro_731;Autor_731;840;1;ciencia-relatos-religion-thriller
LIB732;Libro_732;Autor_732;214;1;arte-ciencia-investigacion-politica
LIB733;Libro_733;Autor_733;817;4;investigacion-moda
LIB734;Libro_734;Autor_734;970;1;biografia-cine-drama-poesia
LIB735;Libro_735;Autor_735;782;2;gastronomia-moda-religion
LIB736;Libro_736;Autor_736;536;2;moda-politica-thriller-viajes
LIB737;Libro_737;Autor_737;1047;2;cine-fotografia-investigacion-moda-thriller-viajes
LIB738;Libro_738;Autor_738;350;1;infantil-moda
LIB739;Libro_739;Autor_739;974;5;arte-ensayo-humor-religion-thriller
LIB740;Libro_740;Autor_740;1034;2;ciencia-drama-humor
LIB741;Libro_741;Autor_741;682;5;humor-infantil-viajes
LIB742;Libro_742;Autor_742;476;1;ensayo-fantasia-investigacion-poesia-relatos
LIB743;Libro_743;Autor_743;888;5;ciencia-drama-leyendas-religion-thriller
LIB744;Libro_744;Autor_744;1079;1;biografia-fantasia-infantil-investigacion-poesia
LIB745;Libro_745;Autor_745;920;3;ciencia-cine-fantasia
LIB746;Libro_746;Autor_746;371;1;ensayo-fantasia-investigacion-juegos-politica-relatos
LIB747;Libro_747;Autor_747;590;4;arte-fotografia-humor-juegos-moda-thriller
LIB748;Libro_748;Autor_748;1090;3;fantasia-humor-leyendas-politica-viajes
LIB749;Libro_749;Autor_749;493;4;humor-thriller
LIB750;Libro_750;Autor_750;942;1;infantil-politica
LIB751;Libro_751;Autor_751;1020;1;fantasia-politica-relatos
LIB752;Libro_752;Autor_752;106;2;moda-relatos
LIB753;Libro_753;Autor_753;243;4;cine-investigacion-poesia
LIB754;Libro_754;Autor_754;512;2;arte-infantil-poesia-thriller
LIB755;Libro_755;Autor_755;330;5;arte-humor-relatos-thriller-viajes
LIB756;Libro_756;Autor_756;483;1;ciencia-fantasia-investigacion-juegos-thriller
LIB757;Libro_757;Autor_757;853;5;ciencia-humor-infantil-moda
LIB758;Libro_758;Autor_758;801;1;fotografia-gastronomia-juegos-moda-politica
LIB759;Libro_759;Autor_759;309;1;biografia-juegos
LIB760;Libro_760;Autor_760;774;3;religion-thriller
LIB761;Libro_761;Autor_761;109;1;arte-humor-investigacion-leyendas-relatos-viajes
LIB762;Libro_762;Autor_762;882;4;biografia-fotografia-infantil
LIB763;Libro_763;Autor_763;759;3;fotografia-humor-relatos-viajes
LIB764;Libro_764;Autor_764;298;1;drama-fantasia-gastronomia-infantil-politica
LIB765;Libro_765;Autor_765;282;5;infantil-leyendas-politica
LIB766;Libro_766;Autor_766;988;4;fotografia-leyendas
LIB767;Libro_767;Autor_767;739;2;biografia-humor-infantil
LIB768;Libro_768;Autor_768;203;2;drama-humor-leyendas-politica
LIB769;Libro_769;Autor_769;316;5;fantasia-fotografia-juegos
LIB770;Libro_770;Autor_770;452;3;ensayo-moda-politica
LIB771;Libro_771;Autor_771;429;5;poesia-relatos-religion-viajes
LIB772;Libro_772;Autor_772;240;2;ensayo-fotografia-leyendas-poesia
LIB773;Libro_773;Autor_773;996;2;moda-religion
LIB774;Libro_774;Autor_774;461;1;cine-drama-gastronomia-moda
LIB775;Libro_775;Autor_775;1070;2;poesia-politica
